name,age,team,position,TOI,season
Richard Å mehlÃ­k,29,BUF,D,1571.8333333333333,1999
Jaroslav SvejkovskÃ½,22,WSH,RW,339.95,1999
Peter Zezel,33,VAN,C,538.6666666666666,1999
Doug Zmolek,28,CHI,D,1062.7,1999
Christian Laflamme,22,2TM,D,1350.3,1999
Christian Laflamme,22,CHI,D,1168.3333333333333,1999
Christian Laflamme,22,EDM,D,181.96666666666667,1999
Paul Coffey,37,2TM,D,1019.5,1999
Paul Coffey,37,CHI,D,153.63333333333333,1999
Paul Coffey,37,CAR,D,865.8666666666667,1999
Jason Dawe,25,2TM,RW,669.3166666666667,1999
Jason Dawe,25,NYI,RW,262.15,1999
Jason Dawe,25,MTL,RW,407.1666666666667,1999
Michael Nylander,26,2TM,C,424.18333333333334,1999
Michael Nylander,26,CGY,C,100.45,1999
Michael Nylander,26,TBL,C,323.73333333333335,1999
Bob Boughner,27,NSH,D,1462.1666666666667,1999
Alexei Gusarov,34,COL,D,1077.1166666666666,1999
Ian LaperriÃ¨re,25,LAK,C,848.55,1999
Ricard Persson,29,STL,D,1078.5833333333333,1999
Wayne Primeau,22,BUF,C,691.3166666666667,1999
Deron Quint,22,PHX,D,972.1,1999
Marcus Ragnarsson,27,SJS,D,1622.35,1999
Todd White,23,CHI,C,477.5,1999
Sandy McCarthy,26,2TM,RW,884.1166666666667,1999
Sandy McCarthy,26,TBL,RW,739.25,1999
Sandy McCarthy,26,PHI,RW,144.86666666666667,1999
Mike Sillinger,27,2TM,C,1021.15,1999
Mike Sillinger,27,PHI,C,267.65,1999
Mike Sillinger,27,TBL,C,753.5,1999
Patrice Brisebois,28,MTL,D,1211.05,1999
Geoff Courtnall,36,STL,LW,355.0,1999
Bruce Gardiner,26,OTT,C,759.3333333333334,1999
Tony Granato,34,SJS,RW,367.1666666666667,1999
Cale Hulse,25,CGY,D,1214.2,1999
Janne Laukkanen,28,OTT,D,930.8166666666667,1999
Grant Ledyard,37,BOS,D,823.2,1999
Danny Markov,22,TOR,D,1065.1333333333334,1999
Richard Matvichuk,25,DAL,D,1364.1833333333334,1999
Krzysztof Oliwa,25,NJD,LW,450.6333333333333,1999
Stacy Roest,24,DET,C,476.1166666666667,1999
Ulf Samuelsson,34,2TM,D,1442.3,1999
Ulf Samuelsson,34,NYR,D,1372.1833333333334,1999
Ulf Samuelsson,34,DET,D,70.11666666666666,1999
Don Sweeney,32,BOS,D,1581.0666666666666,1999
Kimmo Timonen,23,NSH,D,953.75,1999
Igor Ulanov,29,MTL,D,1336.6666666666667,1999
Eric Brewer,19,NYI,D,974.5833333333334,1999
Terry Carkner,32,FLA,D,1130.5833333333333,1999
Shawn Chambers,32,DAL,D,1039.8,1999
Ken Daneyko,34,NJD,D,1644.5666666666666,1999
Kevin Dean,29,NJD,D,973.25,1999
Ted Drury,27,MDA,C,618.1333333333333,1999
Jamie Macoun,37,DET,D,1207.1666666666667,1999
Marek MalÃ­k,23,CAR,D,1083.3833333333334,1999
Michal PivoÅka,33,WSH,C,475.18333333333334,1999
Bob Rouse,34,SJS,D,1186.55,1999
Tim Taylor,29,BOS,C,780.9666666666667,1999
Scott Thornton,28,MTL,C,582.9333333333333,1999
Jan Vopat,25,NSH,D,994.7666666666667,1999
Aaron Ward,26,DET,D,834.5166666666667,1999
Scott Lachance,26,2TM,D,1655.0166666666667,1999
Scott Lachance,26,NYI,D,1272.8333333333333,1999
Scott Lachance,26,MTL,D,382.18333333333334,1999
J.J. Daigneault,33,2TM,D,1342.7166666666667,1999
J.J. Daigneault,33,NSH,D,712.5,1999
J.J. Daigneault,33,PHX,D,630.2166666666667,1999
Dale Hunter,38,2TM,C,563.3333333333334,1999
Dale Hunter,38,WSH,C,435.31666666666666,1999
Dale Hunter,38,COL,C,128.01666666666668,1999
Marc Bureau,32,PHI,C,783.7833333333333,1999
Bobby Carpenter,35,NJD,C,855.8166666666667,1999
Kelly Chase,31,STL,RW,266.65,1999
Bobby Dollas,34,PIT,D,1091.2166666666667,1999
Hnat Domenichelli,22,CGY,C,298.6333333333333,1999
Brent Fedyk,31,NYR,LW,743.4,1999
Hal Gill,23,BOS,D,1671.4,1999
Sean Hill,28,CAR,D,1028.0166666666667,1999
Dan Kesa,27,PIT,RW,678.2333333333333,1999
Paul Laus,28,FLA,D,836.5833333333334,1999
Ville Peltonen,25,NSH,LW,222.61666666666667,1999
Erik Rasmussen,21,BUF,C,519.25,1999
Marty Reasoner,21,STL,C,291.73333333333335,1999
Joe Reekie,33,WSH,D,1598.0833333333333,1999
Craig Rivet,24,MTL,D,945.6833333333333,1999
Chris Simon,27,WSH,LW,279.06666666666666,1999
Todd Simpson,25,CGY,D,1264.0833333333333,1999
Dmitri Tertyshny,22,PHI,D,1150.3333333333333,1999
Patrick Traverse,24,OTT,D,687.0166666666667,1999
Shawn Bates,23,BOS,C,283.5,1999
Craig Berube,33,2TM,LW,538.6666666666666,1999
Craig Berube,33,WSH,LW,447.93333333333334,1999
Craig Berube,33,PHI,LW,90.73333333333333,1999
Jeff Beukeboom,33,NYR,D,627.8,1999
Steve Chiasson,31,CAR,D,649.2666666666667,1999
Daniel Cleary,20,CHI,LW,502.1,1999
Brandon Convery,24,2TM,C,156.33333333333334,1999
Brandon Convery,24,VAN,C,127.36666666666666,1999
Brandon Convery,24,LAK,C,28.966666666666665,1999
Curtis Leschyshyn,29,CAR,D,1254.0,1999
Jamal Mayers,24,STL,C,276.5833333333333,1999
Jim McKenzie,29,MDA,LW,756.9833333333333,1999
Ian Moran,26,PIT,RW,1026.6833333333334,1999
Jeff Nielsen,27,MDA,RW,808.35,1999
Lance Pitlick,31,OTT,D,832.65,1999
Reid Simpson,29,CHI,LW,314.51666666666665,1999
Ron Sutter,35,SJS,C,583.8666666666667,1999
Yannick Tremblay,23,TOR,D,617.7333333333333,1999
Darren Turcotte,30,NSH,C,634.2,1999
Peter Worrell,21,FLA,LW,387.7,1999
Shjon Podein,30,2TM,LW,650.3,1999
Shjon Podein,30,PHI,LW,166.05,1999
Shjon Podein,30,COL,LW,484.25,1999
Karl Dykhuis,26,2TM,D,1489.3333333333333,1999
Karl Dykhuis,26,TBL,D,667.95,1999
Karl Dykhuis,26,PHI,D,821.3833333333333,1999
Todd Gill,33,2TM,D,923.8833333333333,1999
Todd Gill,33,STL,D,492.5833333333333,1999
Todd Gill,33,DET,D,431.3,1999
Darby Hendrickson,26,2TM,C,824.95,1999
Darby Hendrickson,26,TOR,C,359.3833333333333,1999
Darby Hendrickson,26,VAN,C,465.56666666666666,1999
Antti Aalto,23,MDA,C,685.5,1999
Murray Baron,31,VAN,D,1477.0333333333333,1999
Brad Bombardir,26,NJD,D,842.5,1999
Philippe Boucher,25,LAK,D,802.9666666666667,1999
Dan Boyle,22,FLA,D,414.18333333333334,1999
Brad Brown,23,2TM,D,953.2333333333333,1999
Brad Brown,23,MTL,D,30.166666666666668,1999
Brad Brown,23,CHI,D,923.0666666666667,1999
Kelly Buchberger,32,EDM,RW,614.6333333333333,1999
Zdeno ChÃ¡ra,21,NYI,D,1115.2666666666667,1999
Jim Cummins,28,PHX,RW,390.96666666666664,1999
Johan Davidsson,23,MDA,C,679.05,1999
David Harlock,27,NYI,D,1277.0,1999
Brad Isbister,21,PHX,RW,369.3333333333333,1999
Jean-Yves Leroux,22,CHI,LW,508.71666666666664,1999
Craig Ludwig,37,DAL,D,1144.7333333333333,1999
Bryan Marchment,29,SJS,D,1045.3666666666666,1999
Jason Marshall,27,MDA,D,1375.0,1999
James Patrick,35,BUF,D,664.0166666666667,1999
Peter Schaefer,21,VAN,LW,333.5833333333333,1999
Sheldon Souray,22,NJD,D,1028.3666666666666,1999
Chris Taylor,26,BOS,C,532.9166666666666,1999
Tony Twist,30,STL,LW,325.1666666666667,1999
Ed Ward,29,CGY,RW,546.1333333333333,1999
David Wilkie,24,TBL,D,565.5333333333333,1999
Josef Marha,22,2TM,C,441.8333333333333,1999
Josef Marha,22,MDA,C,120.25,1999
Josef Marha,22,CHI,C,321.5833333333333,1999
Rhett Warrener,23,2TM,D,1149.7166666666667,1999
Rhett Warrener,23,FLA,D,912.9833333333333,1999
Rhett Warrener,23,BUF,D,236.73333333333332,1999
Dave Babych,37,2TM,D,727.7833333333333,1999
Dave Babych,37,PHI,D,585.3333333333334,1999
Dave Babych,37,LAK,D,142.45,1999
Sergey Gusev,23,2TM,D,566.35,1999
Sergey Gusev,23,DAL,D,265.43333333333334,1999
Sergey Gusev,23,TBL,D,300.9166666666667,1999
Sean Brown,22,EDM,D,623.75,1999
Dino Ciccarelli,38,FLA,RW,185.51666666666668,1999
Maxim Galanov,24,PIT,D,775.75,1999
Denis Gauthier,22,CGY,D,697.45,1999
BenoÃ®t Gratton,22,WSH,LW,215.58333333333334,1999
Kevin Haller,28,MDA,D,1693.9166666666667,1999
Joe Kocur,34,DET,RW,262.45,1999
Cameron Mann,21,BOS,RW,352.0,1999
Steve Martins,26,OTT,C,304.78333333333336,1999
Kelly Miller,35,WSH,LW,680.05,1999
Gord Murphy,31,FLA,D,1017.3333333333334,1999
Chris Murray,24,2TM,RW,299.35,1999
Chris Murray,24,OTT,RW,270.05,1999
Chris Murray,24,CHI,RW,29.3,1999
Mattias NorstrÃ¶m,27,LAK,D,1585.7333333333333,1999
Gino Odjick,28,NYI,LW,226.73333333333332,1999
David Oliver,27,OTT,RW,179.5,1999
RÃ³bert PetrovickÃ½,25,TBL,C,295.6,1999
Jamie Rivers,23,STL,D,1076.1666666666667,1999
Brendan Witt,23,WSH,D,855.2666666666667,1999
Alex Hicks,29,2TM,LW,545.9666666666667,1999
Alex Hicks,29,SJS,LW,18.216666666666665,1999
Alex Hicks,29,FLA,LW,527.75,1999
Ken Belanger,24,2TM,LW,254.06666666666666,1999
Ken Belanger,24,NYI,LW,45.68333333333333,1999
Ken Belanger,24,BOS,LW,208.38333333333333,1999
Tommy Albelin,34,CGY,D,1148.0833333333333,1999
Kevin Brown,24,EDM,RW,110.23333333333333,1999
Mike Eagles,35,WSH,C,497.6,1999
Dave Ellett,34,BOS,D,798.8333333333334,1999
Scott Fraser,26,NYR,RW,283.0,1999
Josh Holden,21,VAN,C,382.0,1999
Mike McBain,22,TBL,D,548.5166666666667,1999
Jay McKee,21,BUF,D,1474.1833333333334,1999
Ãric Messier,25,COL,D,425.3,1999
Kevin Miller,33,NYI,C,340.46666666666664,1999
Mark Mowers,24,NSH,RW,281.15,1999
Chris Phillips,20,OTT,D,615.6833333333333,1999
Luke Richardson,29,PHI,D,1290.8833333333334,1999
Dave Roche,23,CGY,C,261.23333333333335,1999
Jeff Serowik,32,PIT,D,414.43333333333334,1999
Mike Sullivan,30,PHX,C,765.65,1999
Chris Tamer,28,2TM,D,867.3,1999
Chris Tamer,28,PIT,D,65.78333333333333,1999
Chris Tamer,28,NYR,D,801.5166666666667,1999
Mattias Timander,24,BOS,D,283.78333333333336,1999
Mark Tinordi,32,WSH,D,959.5666666666667,1999
Jeff Toms,24,WSH,LW,285.15,1999
Pascal TrÃ©panier,25,MDA,D,571.7666666666667,1999
Rob Valicevic,28,NSH,C,209.4,1999
Landon Wilson,23,BOS,RW,221.35,1999
Mikael Andersson,32,2TM,RW,596.9333333333333,1999
Mikael Andersson,32,TBL,RW,506.05,1999
Mikael Andersson,32,PHI,RW,90.88333333333334,1999
Mike Crowley,23,MDA,D,331.9166666666667,1999
Curtis Joseph,31,TOR,G,4001.133333333333,1999
Darius Kasparaitis,26,PIT,D,768.65,1999
Uwe Krupp,33,DET,D,470.31666666666666,1999
Georges Laraque,22,EDM,RW,215.03333333333333,1999
Marty McSorley,35,EDM,D,780.7833333333333,1999
Sandy Moger,29,LAK,C,433.3833333333333,1999
Bryan Muir,25,2TM,D,1007.2833333333333,1999
Bryan Muir,25,NJD,D,9.9,1999
Bryan Muir,25,CHI,D,997.3833333333333,1999
Jeff Odgers,29,COL,RW,384.0833333333333,1999
Peter Popovic,30,NYR,D,1406.7666666666667,1999
Todd Reirden,27,EDM,D,293.93333333333334,1999
Kjell Samuelsson,40,TBL,D,856.35,1999
Brian Skrudland,35,DAL,C,376.35,1999
Jamie Allison,23,CHI,D,546.9166666666666,1999
Ken Baumgartner,32,BOS,LW,353.68333333333334,1999
Bill Berg,31,OTT,LW,455.55,1999
Rich Brennan,26,NYR,D,312.6666666666667,1999
Martin Brodeur,26,NJD,G,4238.833333333333,1999
Sean Burke,32,FLA,G,3339.733333333333,1999
Brett Clark,22,MTL,D,804.0333333333333,1999
Randy Cunneyworth,37,BUF,LW,125.56666666666666,1999
Jeff Daniels,30,NSH,LW,98.36666666666666,1999
Greg de Vries,26,2TM,D,1206.35,1999
Greg de Vries,26,NSH,D,109.05,1999
Greg de Vries,26,COL,D,1097.3,1999
Josh Green,21,LAK,LW,316.9166666666667,1999
Mark Greig,29,PHI,RW,69.36666666666666,1999
Steve Guolla,25,SJS,C,194.7,1999
Trevor Halverson,27,WSH,LW,203.03333333333333,1999
Bryan Helmer,26,2TM,D,639.7833333333333,1999
Bryan Helmer,26,PHX,D,84.8,1999
Bryan Helmer,26,STL,D,554.9833333333333,1999
Matt Herr,22,WSH,C,332.3666666666667,1999
Steve Kelly,22,TBL,C,368.95,1999
Kris King,32,TOR,LW,627.1,1999
Ladislav Kohn,23,TOR,RW,200.98333333333332,1999
Nathan LaFayette,25,LAK,RW,390.65,1999
Trevor Letowski,21,PHX,C,84.15,1999
Rumun Ndur,23,2TM,D,458.9166666666667,1999
Rumun Ndur,23,BUF,D,87.75,1999
Rumun Ndur,23,NYR,D,371.1666666666667,1999
Rich Pilon,30,NYI,D,862.3166666666667,1999
Rob Ray,30,BUF,RW,393.6666666666667,1999
Bert Robertsson,24,VAN,D,289.65,1999
Corey Schwab,28,TBL,G,2145.866666666667,1999
Pavel Trnka,22,MDA,D,1013.8,1999
Mark Visheau,25,LAK,D,267.2,1999
Andrei Zyuzin,21,SJS,D,398.28333333333336,1999
Adam Burt,30,2TM,D,1246.95,1999
Adam Burt,30,CAR,D,950.8666666666667,1999
Adam Burt,30,PHI,D,296.0833333333333,1999
Eric Lacroix,27,3TM,LW,438.8833333333333,1999
Eric Lacroix,27,COL,LW,83.76666666666667,1999
Eric Lacroix,27,LAK,LW,232.63333333333333,1999
Eric Lacroix,27,NYR,LW,122.48333333333333,1999
Sean Pronger,26,3TM,C,235.95,1999
Sean Pronger,26,PIT,C,15.516666666666667,1999
Sean Pronger,26,NYR,C,77.43333333333334,1999
Sean Pronger,26,LAK,C,143.0,1999
Enrico Ciccone,28,2TM,D,658.7833333333333,1999
Enrico Ciccone,28,TBL,D,164.71666666666667,1999
Enrico Ciccone,28,WSH,D,494.06666666666666,1999
Steve Leach,33,2TM,RW,259.45,1999
Steve Leach,33,OTT,RW,99.03333333333333,1999
Steve Leach,33,PHX,RW,160.41666666666666,1999
Chris McAllister,23,2TM,D,444.21666666666664,1999
Chris McAllister,23,VAN,D,164.5,1999
Chris McAllister,23,TOR,D,279.71666666666664,1999
Drew Bannister,24,TBL,D,332.28333333333336,1999
Tom Barrasso,33,PIT,G,2306.25,1999
Bob Bassen,33,CGY,C,516.7,1999
Lonny Bohonos,25,TOR,RW,96.48333333333333,1999
Jason Bonsignore,22,TBL,C,170.41666666666666,1999
Eric Cairns,24,NYI,D,92.31666666666666,1999
Patrick CÃ´tÃ©,24,NSH,LW,296.46666666666664,1999
Jeff Finley,31,2TM,D,551.4166666666666,1999
Jeff Finley,31,NYR,D,23.333333333333332,1999
Jeff Finley,31,STL,D,528.0833333333334,1999
Stu Grimson,33,MDA,LW,249.28333333333333,1999
Steven Halko,24,CAR,D,318.93333333333334,1999
Tavis Hansen,23,PHX,C,162.38333333333333,1999
Matt Johnson,23,LAK,LW,289.51666666666665,1999
Jon Klemm,29,COL,D,534.9,1999
Paul Kruse,28,BUF,LW,275.3833333333333,1999
Antti Laaksonen,25,BOS,LW,102.7,1999
Sasha Lakovic,27,NJD,LW,101.45,1999
Brad Lukowich,22,DAL,D,228.3,1999
Rob Murray,31,PHX,C,107.96666666666667,1999
FrantiÅ¡ek Musil,34,EDM,D,559.7,1999
Jeff Nelson,26,NSH,C,145.36666666666667,1999
Chris Osgood,26,DET,G,3691.3166666666666,1999
Greg Pankewicz,28,CGY,RW,133.88333333333333,1999
Brent Peterson,26,TBL,LW,179.36666666666667,1999
Jamie Pushor,25,MDA,D,1349.0666666666666,1999
Cam Russell,30,2TM,D,478.96666666666664,1999
Cam Russell,30,CHI,D,41.71666666666667,1999
Cam Russell,30,COL,D,437.25,1999
Joe Sacco,29,NYI,RW,728.6,1999
Brent Severyn,32,DAL,LW,153.71666666666667,1999
Jason Strudwick,23,VAN,D,833.4166666666666,1999
Andy Sutton,23,SJS,D,401.8,1999
Michal SÃ½kora,25,TBL,D,163.31666666666666,1999
Esa Tikkanen,34,NYR,LW,436.4166666666667,1999
Roman Vopat,22,3TM,C,301.1166666666667,1999
Roman Vopat,22,LAK,C,12.633333333333333,1999
Roman Vopat,22,CHI,C,19.766666666666666,1999
Roman Vopat,22,PHI,C,268.71666666666664,1999
Mike Wilson,23,2TM,D,577.2833333333333,1999
Mike Wilson,23,BUF,D,499.76666666666665,1999
Mike Wilson,23,FLA,D,77.51666666666667,1999
Tom Chorske,32,3TM,LW,316.6166666666667,1999
Tom Chorske,32,NYI,LW,25.783333333333335,1999
Tom Chorske,32,WSH,LW,194.25,1999
Tom Chorske,32,CGY,LW,96.58333333333333,1999
Ted Crowley,28,2TM,D,140.11666666666667,1999
Ted Crowley,28,COL,D,49.05,1999
Ted Crowley,28,NYI,D,91.06666666666666,1999
Stan NeckÃ¡Å,23,3TM,D,461.8666666666667,1999
Stan NeckÃ¡Å,23,OTT,D,47.666666666666664,1999
Stan NeckÃ¡Å,23,NYR,D,247.66666666666666,1999
Stan NeckÃ¡Å,23,PHX,D,166.53333333333333,1999
Marc Bergevin,33,STL,D,839.6,1999
Karel BÄtÃ­k,20,TBL,D,40.416666666666664,1999
Fred Brathwaite,26,CGY,G,1663.0833333333333,1999
Matt Cooke,20,VAN,LW,243.38333333333333,1999
Byron Dafoe,27,BOS,G,3996.266666666667,1999
Gerald Diduck,33,PHX,D,815.3166666666667,1999
Dallas Eakins,31,TOR,D,296.26666666666665,1999
Scott Hannan,20,SJS,D,36.21666666666667,1999
Ron Hextall,34,PHI,G,1238.5,1999
Ãric Houde,22,MTL,C,57.45,1999
Dave Karpa,27,CAR,D,558.25,1999
Olaf KÃ¶lzig,28,WSH,G,3585.9666666666667,1999
Paul Mara,19,TBL,D,19.566666666666666,1999
Christian Matte,24,COL,RW,54.3,1999
Chris McAlpine,27,STL,D,655.5,1999
Jan Mertzig,28,NYR,D,276.8666666666667,1999
Craig Millar,22,EDM,D,363.43333333333334,1999
Jayson More,30,NSH,D,297.0,1999
Dana Murzyn,32,VAN,D,180.5,1999
Dmitri Nabokov,22,NYI,C,46.53333333333333,1999
Bernie Nicholls,37,SJS,C,110.18333333333334,1999
Marcus Nilson,20,FLA,RW,99.25,1999
Peter Ratchuk,21,FLA,D,333.85,1999
Damian Rhodes,29,OTT,G,2478.8,1999
Randy Robitaille,23,BOS,C,40.75,1999
Patrick Roy,33,COL,G,3647.85,1999
Warren Rychel,31,COL,LW,132.61666666666667,1999
Jarrod Skalde,27,SJS,C,171.96666666666667,1999
Andrei Skopintsev,27,TBL,D,305.51666666666665,1999
Martin Sonnenberg,21,PIT,LW,176.11666666666667,1999
Martin St. Louis,23,CGY,C,107.3,1999
Steve Staios,25,VAN,RW,392.45,1999
Vladimir Vorobiev,26,EDM,RW,23.15,1999
Chris Wells,23,FLA,C,237.28333333333333,1999
Jamie Huscroft,32,2TM,D,352.6166666666667,1999
Jamie Huscroft,32,VAN,D,231.23333333333332,1999
Jamie Huscroft,32,PHX,D,121.38333333333334,1999
Greg Andrusak,29,PIT,D,123.88333333333334,1999
Jamie Baker,32,SJS,C,0.0,1999
Ryan Bast,23,PHI,D,26.8,1999
Wade Belak,22,2TM,D,246.36666666666667,1999
Wade Belak,22,COL,D,149.45,1999
Wade Belak,22,CGY,D,96.91666666666667,1999
Jason Blake,25,LAK,C,17.216666666666665,1999
Patrick Boileau,23,WSH,D,63.733333333333334,1999
Shawn Burr,32,SJS,LW,141.31666666666666,1999
Viacheslav Butsayev,28,2TM,C,38.6,1999
Viacheslav Butsayev,28,FLA,C,16.35,1999
Viacheslav Butsayev,28,OTT,C,22.25,1999
Ãric Charron,29,CGY,D,165.0,1999
Phil Crowe,28,OTT,LW,33.28333333333333,1999
Andy Delmore,22,PHI,D,41.416666666666664,1999
Jason Doig,22,PHX,D,46.25,1999
Bob Essensa,34,EDM,G,2090.516666666667,1999
Rico Fata,18,CGY,C,152.11666666666667,1999
Scott Ferguson,26,MDA,D,30.316666666666666,1999
Chris Ferraro,26,EDM,RW,17.083333333333332,1999
Mark Fitzpatrick,30,CHI,G,1382.9333333333334,1999
Doug Friedman,27,NSH,LW,13.983333333333333,1999
Jean-SÃ©bastien GiguÃ¨re,21,CGY,G,860.45,1999
Brent Gilchrist,31,DET,LW,59.833333333333336,1999
Yan Golubovsky,22,DET,D,164.1,1999
Jean-Luc Grand-Pierre,21,BUF,D,217.71666666666667,1999
John Gruden,28,OTT,D,170.51666666666668,1999
Miloslav GureÅ,22,MTL,D,144.38333333333333,1999
Jeff Hackett,30,2TM,G,3571.5833333333335,1999
Jeff Hackett,30,CHI,G,480.1666666666667,1999
Jeff Hackett,30,MTL,G,3091.4166666666665,1999
Guy Hebert,32,MDA,G,4019.1833333333334,1999
Sami Helenius,25,2TM,D,108.58333333333333,1999
Sami Helenius,25,CGY,D,41.083333333333336,1999
Sami Helenius,25,TBL,D,67.5,1999
Matt Higgins,21,MTL,C,141.93333333333334,1999
Doug Houda,32,DET,D,20.566666666666666,1999
Viktors Ignatjevs,28,PIT,D,134.51666666666668,1999
Mark Janssens,30,CHI,C,497.43333333333334,1999
Ryan Johnson,22,FLA,C,15.433333333333334,1999
Dan Keczmer,30,2TM,D,418.3833333333333,1999
Dan Keczmer,30,DAL,D,156.96666666666667,1999
Dan Keczmer,30,NSH,D,261.4166666666667,1999
Petr KlÃ­ma,34,DET,LW,77.61666666666666,1999
Filip Kuba,22,FLA,D,112.4,1999
Ãric Landry,24,CGY,C,29.7,1999
Patrick Lebeau,28,PIT,LW,76.26666666666667,1999
Manny Legace,25,LAK,G,838.9166666666666,1999
John Madden,25,NJD,LW,36.88333333333333,1999
Dean Malkoc,29,NYI,D,30.733333333333334,1999
Steve McKenna,25,LAK,LW,167.86666666666667,1999
Jaroslav ModrÃ½,27,LAK,D,129.98333333333332,1999
Tyler Moss,23,CGY,G,550.3666666666667,1999
Brantt Myhres,24,SJS,RW,143.6,1999
Jan NÄmeÄek,22,LAK,D,100.18333333333334,1999
David Nemirovsky,22,FLA,RW,17.916666666666668,1999
Chris O'Sullivan,24,CGY,D,91.21666666666667,1999
VladimÃ­r OrszÃ¡gh,21,NYI,RW,78.91666666666667,1999
Steve Passmore,26,EDM,G,361.98333333333335,1999
Daren Puppa,33,TBL,G,631.1833333333333,1999
Mike Rucinski,23,CAR,D,157.31666666666666,1999
Yves Sarault,26,OTT,LW,79.66666666666667,1999
Andre Savage,23,BOS,C,57.06666666666667,1999
Steve Shields,26,SJS,G,2163.016666666667,1999
Jon Sim,21,DAL,C,79.98333333333333,1999
KÄrlis SkrastiÅÅ¡,24,NSH,D,23.566666666666666,1999
Garth Snow,29,VAN,G,3435.6,1999
Brent Sopel,22,VAN,D,59.8,1999
Corey Spring,27,TBL,RW,44.3,1999
Jamie Storr,23,LAK,G,1524.85,1999
Ken Sutton,29,NJD,D,65.16666666666667,1999
Chris Terreri,34,NJD,G,725.5,1999
Jocelyn Thibault,24,2TM,G,3543.6,1999
Jocelyn Thibault,24,MTL,G,529.3833333333333,1999
Jocelyn Thibault,24,CHI,G,3014.2166666666667,1999
John Vanbiesbrouck,35,PHI,G,3691.9333333333334,1999
TomÃ¡Å¡ Vokoun,22,NSH,G,1953.55,1999
Jeff Ware,21,FLA,D,95.68333333333334,1999
Ken Wregget,34,CGY,G,1399.9833333333333,1999
Paul Ysebaert,32,TBL,C,97.76666666666667,1999
Kevyn Adams,24,TOR,C,7.933333333333334,1999
Chris Allen,20,FLA,D,12.583333333333334,1999
Derek Armstrong,25,NYR,C,8.483333333333333,1999
Arron Asham,20,MTL,RW,52.2,1999
Jean-SÃ©bastien Aubin,21,PIT,G,756.25,1999
Serge Aubin,23,COL,C,4.266666666666667,1999
Philippe Audet,21,DET,LW,17.233333333333334,1999
Patrik Augusta,29,WSH,RW,27.266666666666666,1999
Ryan Bach,25,LAK,G,107.76666666666667,1999
Andrei Bashkirov,28,MTL,LW,69.46666666666667,1999
Nolan Baumgartner,22,WSH,D,43.45,1999
Ed Belfour,33,DAL,G,3535.8166666666666,1999
Radim BiÄÃ¡nek,24,2TM,D,187.6,1999
Radim BiÄÃ¡nek,24,OTT,D,75.91666666666667,1999
Radim BiÄÃ¡nek,24,CHI,D,111.68333333333334,1999
Zac Bierk,22,TBL,G,58.916666666666664,1999
Craig Billington,32,COL,G,1085.9833333333333,1999
Martin Biron,21,BUF,G,280.6666666666667,1999
Sylvain Blouin,24,MTL,LW,18.1,1999
Brian Bonin,25,PIT,C,61.56666666666667,1999
Dennis Bonvie,25,CHI,RW,43.8,1999
Jason Botterill,22,DAL,LW,141.25,1999
Fredrik Bremberg,25,EDM,C,98.4,1999
Martin Brochu,25,WSH,G,119.66666666666667,1999
Jeff Buchanan,27,COL,D,24.45,1999
Sven ButenschÃ¶n,22,PIT,D,223.35,1999
Petr Buzek,21,DAL,D,27.666666666666668,1999
Dan Bylsma,28,LAK,RW,64.18333333333334,1999
Jim Carey,24,STL,G,201.5,1999
FrÃ©dÃ©ric Chabot,30,MTL,G,425.76666666666665,1999
Vladimir Chebaturkin,23,NYI,D,137.65,1999
Dan Cloutier,22,NYR,G,1096.7833333333333,1999
Sylvain Cloutier,24,CHI,C,38.3,1999
Marcel Cousineau,25,NYI,G,292.7,1999
Mike Craig,27,SJS,RW,11.416666666666666,1999
John Cullen,34,TBL,C,50.78333333333333,1999
Kevin Dahl,30,TOR,D,45.95,1999
Scott Daniels,29,NJD,LW,2.183333333333333,1999
Louie DeBrusk,27,PHX,LW,89.2,1999
Jonathan Delisle,21,MTL,RW,4.533333333333333,1999
Xavier Delisle,21,TBL,C,11.683333333333334,1999
Marc Denis,21,COL,G,216.81666666666666,1999
Chris Dingman,22,2TM,LW,16.85,1999
Chris Dingman,22,CGY,LW,16.35,1999
Chris Dingman,22,COL,LW,0.5,1999
Jim Dowd,30,EDM,C,9.783333333333333,1999
Christian DubÃ©,21,NYR,C,15.883333333333333,1999
Mike Dunham,26,NSH,G,2472.25,1999
Joe Dziedzic,27,PHX,LW,16.3,1999
Robert Esche,21,PHX,G,129.61666666666667,1999
Kelly Fairchild,25,DAL,C,12.616666666666667,1999
Manny Fernandez,24,DAL,G,59.7,1999
Ãric Fichaud,23,NSH,G,447.06666666666666,1999
StÃ©phane Fiset,28,LAK,G,2402.6666666666665,1999
Rory Fitzpatrick,24,STL,D,4.816666666666666,1999
Wade Flaherty,31,NYI,G,1048.1666666666667,1999
Grant Fuhr,36,STL,G,2193.2,1999
Sean Gagnon,25,PHX,D,15.85,1999
Tyrone Garner,20,CGY,G,139.05,1999
Mike Gaul,25,COL,D,10.766666666666667,1999
Sean Gauthier,27,SJS,G,3.4833333333333334,1999
Aaron Gavey,24,DAL,C,57.03333333333333,1999
Jonathan Girard,18,BOS,D,28.383333333333333,1999
Robb Gordon,23,VAN,C,35.3,1999
Dominik HaÅ¡ek,34,BUF,G,3816.7166666666667,1999
Dwayne Hay,21,FLA,LW,59.25,1999
